year,MSA,now_married_except_separated,less_than_high_school_diploma,unmarried_portion_of_women_15_to_50_years_who_had_a_birth_in_past_12_months,households_with_food_stamp_snap_benefits,percentage_married_couple_family,percentage_female_householder_no_husband_present_family,poverty_all_people,house_median_value_(dollars),murder_per_100_k
2009,"Des Moines-West Des Moines, IA",54.4,8.1,26,10.2,78.8,15.5,10.1,155700,1.2
2009,"Detroit-Warren-Livonia, MI",46.6,13.1,38.5,14.3,71.3,21.5,16.2,139900,10.1
2009,"Durham-Chapel Hill, NC",45.8,13.1,25.8,9,72.2,20.6,16,195900,5.8
2009,"El Paso, TX",48.8,28.3,34.4,20.1,66.3,27,23.7,109400,2.1
2009,"Fresno, CA",46.1,28.1,35.6,15.2,66.9,22.7,21.5,221700,7.5
2009,"Grand Rapids-Wyoming, MI",51.1,11.7,30,13.1,75.2,18.2,14.8,139800,1.7
2009,"Greensboro-High Point, NC",48,16.4,40.4,11.5,70.2,21.7,16.8,141400,4.9
2009,"Harrisburg-Carlisle, PA",50.9,11.2,39.4,6.5,77.6,16.7,9.8,167500,4.9
2009,"Hartford-West Hartford-East Hartford, CT",48.3,11.1,40,8.7,73.8,19.7,9.2,259700,4.6
2009,"Honolulu, HI",53.2,9.5,27.9,7.2,74.6,17.1,9.9,552100,1.5
2009,"Houston-Sugar Land-Baytown, TX",51,20,30.6,9.7,72.1,19.9,15.3,139800,7.9
2009,"Indianapolis-Carmel, IN",49.4,12.4,36.8,9.8,72.9,20.6,13.7,146300,6.4
2009,"Jackson, MS",42.7,15.4,55.1,11.9,63.8,27,18.2,131200,8.1
2009,"Jacksonville, FL",49.2,11.8,40.1,9.4,71.9,21.6,13.5,185000,9.1
2009,"Kansas City, MO-KS",50.8,10,34.8,8.5,74.9,18.4,11.4,158500,7.9
2009,"Knoxville, TN",52,12.6,46.1,11.2,77.9,16.9,14.7,153100,4.4
2009,"Lakeland-Winter Haven, FL",52.4,18.2,44.1,10.5,74,19.8,17,135300,4.3
2009,"Lancaster, PA",57,16.8,32.3,6.1,82.4,11.9,9.4,193200,2.4
2009,"Las Vegas-Paradise, NV",48.3,17,34.3,7.2,69.8,19.9,12.2,202100,7
2009,"Little Rock-North Little Rock-Conway, AR",50.5,11.8,32.3,11.3,72.4,20.9,14.7,129600,7.4
2009,"Los Angeles-Long Beach-Santa Ana, CA",45.3,22.4,35.5,5.6,69.4,21.2,14.8,463600,6
2009,"Madison, WI",49.1,6,24.1,6.2,79.6,14.1,12.8,223600,1.9
2009,"McAllen-Edinburg-Mission, TX",53.9,39.3,27.7,31,69.5,24.6,35.4,76100,5.4
2009,"Memphis, TN-MS-AR",42.7,16.2,55.4,17,62.7,29.3,19.4,135800,12.1
2009,"Miami-Fort Lauderdale-Pompano Beach, FL",44.5,17.5,40.1,11.1,68.7,23.2,15.4,227400,6.9
2009,"Milwaukee-Waukesha-West Allis, WI",46.6,11.2,33,9.2,71.9,21.2,14.3,207100,5.2
2009,"Minneapolis-St. Paul-Bloomington, MN-WI",51.5,7.5,24.8,6.1,79,15.2,9.9,234000,1.7
2009,"Modesto, CA",51.4,25.6,31.4,9.4,71.4,19.6,17,196800,8.9
2009,"New Haven-Milford, CT",46.7,12.4,26.9,10.2,71.8,21.8,12.1,272500,3.8
2009,"New Orleans-Metairie-Kenner, LA",43.3,15.3,47.8,14.3,66.8,25.5,15.9,181500,21.4
2009,"New York-Northern New Jersey-Long Island, NY-NJ-PA",46.1,15.7,30.8,10.6,69.8,22.8,12.8,439500,4.1
2009,"Ogden-Clearfield, UT",58.5,7.8,17.7,7.1,82.1,12.2,9.1,209700,1.3
2009,"Oklahoma City, OK",49.9,12.8,29.3,10.9,73.6,18.7,15.2,123400,6.8
2009,"Omaha-Council Bluffs, NE-IA",51.1,9.5,31.7,8.7,76.6,17.7,10.7,143900,3.9
2009,"Oxnard-Thousand Oaks-Ventura, CA",52.4,16.9,31.2,4.8,75.6,16.1,10.4,475900,3.6
2009,"Palm Bay-Melbourne-Titusville, FL",53.4,9.3,29.8,8,78.9,15.3,11.2,167500,4.8
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45.9,11.8,36.9,8.9,72,21.2,11.9,248100,7.3
2009,"Pittsburgh, PA",49.1,9,35.4,10.6,75.9,18.3,12.3,120600,4.7
2009,"Portland-South Portland-Biddeford, ME",52.1,7.5,24.9,10.4,79.5,14.8,8.4,237100,2.5
2009,"Poughkeepsie-Newburgh-Middletown, NY",49.6,12,27.1,6.6,77.2,15.6,10.4,308000,1.9
2009,"Providence-New Bedford-Fall River, RI-MA",47.1,16.7,28.9,10.5,73,20.1,11.3,274700,2.9
2009,"Provo-Orem, UT",54,6.8,6.7,6.7,85.8,9.9,14.1,237200,0.7
2009,"Raleigh-Cary, NC",52.5,10.6,27.9,6.4,78.2,16.2,11.4,203700,2.3
2009,"Richmond, VA",48,14.6,37.3,8.3,71.7,22.1,11.2,230400,5.8
2009,"Riverside-San Bernardino-Ontario, CA",48.7,21.4,38.3,8.2,72.2,18.8,15.4,244800,5.1
2009,"Rochester, NY",47.9,11.4,36.1,10.9,75.2,18.7,12.2,129100,3.6
2009,"St. Louis, MO-IL",49,11.3,40.6,11.5,72.4,21.4,12.6,160500,7.4
2009,"Salt Lake City, UT",53.7,11.1,21,6.7,79.9,13.9,9.9,243900,1.9
2009,"San Diego-Carlsbad-San Marcos, CA",48.2,14.6,27.4,3.4,74.8,17.5,12.6,417700,2.5
2009,"San Francisco-Oakland-Fremont, CA",46.9,13.1,22.8,3.6,75.6,16.9,9.8,591600,6.8
2009,"San Jose-Sunnyvale-Santa Clara, CA",51.6,14.6,19.7,3.4,77.2,14.5,9.3,638300,2.5
2009,"Seattle-Tacoma-Bellevue, WA",50.4,8.7,23.3,8.8,78,15.4,10.3,355400,2.6
2009,"Springfield, MA",42.2,14.3,43,16.2,69.3,24.4,15.9,218300,3.4
2009,"Stockton, CA",49.9,25.4,41.7,9.4,71.1,19.1,15.7,221600,7.5
2009,"Syracuse, NY",46.3,10.7,33.1,11.5,71.6,20.4,13.6,119400,3.3
2009,"Tampa-St. Petersburg-Clearwater, FL",47.3,13.5,40.3,8.8,73.6,19.8,13.9,166000,3.6
2009,"Toledo, OH",47.3,12.4,45.3,15.4,72.7,20.2,16.9,126500,5.4
2009,"Tucson, AZ",44.2,14.8,45.5,12.4,72.6,20.5,19.3,188500,5.4
2009,"Tulsa, OK",53,12.8,35.6,10.4,75.2,17.6,13.5,126600,8.6
2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",49.2,10,27.6,5.3,75.9,18.2,7.5,387900,6
2009,"Wichita, KS",51.7,10.3,28.6,10.8,73.7,19,12.6,120400,4.3
2009,"Worcester, MA",50.1,11.5,30.8,9.8,75.4,17.4,9.4,271600,2
2009,"Youngstown-Warren-Boardman, OH-PA",49.1,13.1,44.8,14.9,72.4,21.1,16.2,97700,5.7
2010,"Akron, OH",47.9,10.7,41,12.9,73.7,19.8,15.5,145000,3.7
2010,"Albany-Schenectady-Troy, NY",46.7,8.9,26.2,10.3,76.1,17.9,11.5,199000,1.5
2010,"Albuquerque, NM",46.9,13.2,44.6,12.1,69,20.6,17.2,183300,5.8
2010,"Allentown-Bethlehem-Easton, PA-NJ",51.3,12.3,37.7,9.8,76.2,17.2,11.7,218700,3.5
2010,"Atlanta-Sandy Springs-Marietta, GA",48.7,12.5,37.9,11.3,71.6,21.6,14.8,175900,6.1
2010,"Augusta-Richmond County, GA-SC",45.9,14.9,41.6,14.4,66.3,26.3,19.9,126200,10.2
2010,"Austin-Round Rock-San Marcos, TX",47.8,12.5,33.7,9.6,73.4,19.3,15.9,187600,3.4
2010,"Bakersfield-Delano, CA",46.8,28.7,47,14.1,67.2,22.4,21.2,164200,9
2010,"Baltimore-Towson, MD",46.5,12.3,36.2,9.3,70.8,22.4,11,288700,10.3
2010,"Boise City-Nampa, ID",55.1,11.1,30.4,12,79.1,14.5,16.2,173200,1.6
2010,"Boston-Cambridge-Quincy, MA-NH",47.2,9.4,28.3,9.4,74.9,18.8,10.3,365200,3.5
2010,"Bridgeport-Stamford-Norwalk, CT",51.7,12.1,27,8,77,17,9.4,441400,3.8
2010,"Buffalo-Niagara Falls, NY",44.8,10.4,38.2,14.9,70.2,22.6,14.4,120700,6.1
2010,"Cape Coral-Fort Myers, FL",51.3,14,47.7,10.3,78.2,15.6,17.4,149500,4.5
2010,"Charleston-North Charleston-Summerville, SC",46.5,12,38.6,12.7,71.6,23.1,16.2,192900,6
2010,"Chattanooga, TN-GA",52.3,16.2,29.6,14.7,74,18.7,16,142000,4.6
2010,"Cincinnati-Middletown, OH-KY-IN",50.4,11.8,34.5,11.4,74.7,18.9,14,155500,4.2
2010,"Cleveland-Elyria-Mentor, OH",46.2,11.2,46,14,69.7,23.9,15.1,146700,4.9
2010,"Colorado Springs, CO",53.4,7.1,24,8.8,77.2,17.2,13.3,214300,3.7
2010,"Columbia, SC",44.6,12.7,45.7,12.4,69.2,24.8,16.2,137100,5.3
2010,"Columbus, OH",48.1,10.2,41,14.1,73.3,20.2,15.7,163500,5.8
2010,"Dallas-Fort Worth-Arlington, TX",50.9,16.4,32.7,9.2,72.6,20,14.6,150400,4.7
2010,"Dayton, OH",47.9,11,45.6,12.9,71.6,21.4,16.3,125600,4.9
2010,"Deltona-Daytona Beach-Ormond Beach, FL",47.5,12.9,34.4,12.7,78,15.8,16.3,151600,3.4
2010,"Denver-Aurora-Broomfield, CO",51,11.2,26.9,7.4,75.1,17,12.5,245900,2.5
2010,"Des Moines-West Des Moines, IA",53.6,8.4,28.6,10.3,76.9,16.7,9.9,151900,1.6
2010,"Detroit-Warren-Livonia, MI",46.8,11.9,42.2,16.5,70.3,22.5,16.6,124400,9.1
2010,"Durham-Chapel Hill, NC",45.2,13.3,40.1,10.9,71.3,22.2,18.9,190000,7.1
2010,"El Paso, TX",48,27.3,34.1,23.3,65.9,27.3,24.3,108200,0.9
2010,"Fresno, CA",47.2,26.2,37,17.3,69,22,26.8,212500,6.8
2010,"Grand Rapids-Wyoming, MI",52,11.2,32.5,16.3,75.7,18.4,16.4,136800,2.2
2010,"Greensboro-High Point, NC",47.5,15.2,24.9,14,70.5,22.7,18.1,141100,4.3
2010,"Greenville-Mauldin-Easley, SC",47.9,16.7,35,11.6,72.7,20.6,15.8,142600,4.6
2010,"Harrisburg-Carlisle, PA",48.6,10.3,33.5,9,73.2,19.2,10.9,168100,3.5
2010,"Hartford-West Hartford-East Hartford, CT",47.1,11,37.7,10.5,71.9,21.4,10.1,258300,4.5
2010,"Honolulu, HI",49.4,10.1,25.4,7.4,73.9,17.9,9.1,560500,2
2010,"Houston-Sugar Land-Baytown, TX",50.2,19.4,34.5,10.5,71.7,20.7,16.5,140800,7.3
2010,"Jackson, MS",45,14.6,49,14.9,65.2,27.1,17.9,128200,10.4
2010,"Jacksonville, FL",48.6,10.9,35.6,11.6,72,21.6,15.3,170900,7.2
2010,"Kansas City, MO-KS",51.2,9.9,35,9.3,75.7,17.7,12.4,159200,8.2
2010,"Knoxville, TN",50.7,12.3,29.5,13.1,76.8,17.7,13.8,151400,5
2010,"Lakeland-Winter Haven, FL",51.1,18.4,38.4,13.6,75,18.4,17.5,119100,5.1
2010,"Lancaster, PA",57.3,15.9,25.3,9,83.7,11.8,10.5,187400,1.8
2010,"Las Vegas-Paradise, NV",46.3,16.1,37.9,10.1,69,20.7,15.1,170100,6.7
2010,"Little Rock-North Little Rock-Conway, AR",49.3,12.5,33,10.6,69.8,23.9,15.2,132700,6.3
2010,"Los Angeles-Long Beach-Santa Ana, CA",44.7,22.5,36.3,6.6,68.4,21.9,16.3,455900,5.3
2010,"Louisville/Jefferson County, KY-IN",49.8,13.1,40.8,13,71.9,21.2,15.3,148100,4.9
2010,"Madison, WI",49.7,5.8,26.1,9,79.8,13.8,11.8,224000,0.9
2010,"McAllen-Edinburg-Mission, TX",52.4,38.1,29.2,33.9,69.5,24.8,33.4,80400,4.6
2010,"Memphis, TN-MS-AR",43.7,14.4,52,18.9,62.9,29.3,19.1,138700,8.6
2010,"Miami-Fort Lauderdale-Pompano Beach, FL",43.8,17.3,42.1,13.8,67.6,24.5,17.1,195700,6.6
2010,"Milwaukee-Waukesha-West Allis, WI",45.9,10.6,43.1,12.8,71.4,22.2,15.5,203600,6.4
2010,"Minneapolis-St. Paul-Bloomington, MN-WI",50.9,7,28.3,7.3,77.6,15.9,10.9,225500,2.4
2010,"Modesto, CA",50.1,24.1,33.8,12,70.2,20.4,19.9,176800,5.6
2010,"New Haven-Milford, CT",45.1,11.9,35.5,12.7,70.5,23.2,11.7,269200,5
2010,"New Orleans-Metairie-Kenner, LA",43.2,15.9,42,13.9,65,27.9,17.4,176900,20.8
2010,"New York-Northern New Jersey-Long Island, NY-NJ-PA",45.9,15.3,30.9,12,69.1,23.2,13.8,426500,4.7
2010,"North Port-Bradenton-Sarasota, FL",51.3,10.8,51.8,8.7,78.3,16.1,13.6,173000,3.6
2010,"Ogden-Clearfield, UT",60.9,7.1,16.2,9.4,81.6,12.8,10.2,209900,1.5
2010,"Oklahoma City, OK",49.9,12.5,34.1,13.3,73.7,20.4,15.9,127400,5.7
2010,"Omaha-Council Bluffs, NE-IA",51.8,8.8,31.1,9.8,76.1,17.1,12.4,146100,4.5
2010,"Orlando-Kissimmee-Sanford, FL",47.1,12.9,37.5,11.2,73,20.5,14.7,169000,4.8
2010,"Oxnard-Thousand Oaks-Ventura, CA",50.1,17.9,29.4,5.7,74.6,17.7,10.7,458200,2.2
2010,"Palm Bay-Melbourne-Titusville, FL",51.9,8.9,29.7,10,77.2,16.6,13.4,149100,3.7
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45.7,11.6,40,10.3,71.2,21.7,12.7,246300,7.8
2010,"Phoenix-Mesa-Glendale, AZ",49.1,14,40.7,11.9,73.3,18.5,16.3,172900,5.5
2010,"Pittsburgh, PA",48.2,8.7,28.1,11.8,75.4,18.1,12.2,122200,4.7
2010,"Portland-South Portland-Biddeford, ME",51.6,7.4,38.2,11.7,77.9,15.6,10.3,235500,1.9
2010,"Poughkeepsie-Newburgh-Middletown, NY",50.9,12.6,29.9,8.5,77.2,16.2,9.4,292200,4.6
2010,"Providence-New Bedford-Fall River, RI-MA",44.1,17.4,41.8,15.1,70.2,23.1,13.7,266700,2.6
2010,"Provo-Orem, UT",58.4,6.2,4.5,7.6,86.7,9.9,14.6,223000,1.1
2010,"Raleigh-Cary, NC",52.1,9.1,28.1,7.8,76.6,18,12.9,207800,3.4
2010,"Richmond, VA",48.3,14,39.6,9.8,71.8,21.6,11.6,227400,7.2
2010,"Riverside-San Bernardino-Ontario, CA",48,21.8,37.9,9.8,71.2,20,17.1,225600,4.5
2010,"Rochester, NY",46.8,11.6,36.5,11.7,72.1,21.4,14.2,127400,4.9
2010,"St. Louis, MO-IL",48.8,11.1,35.6,12.5,73.1,20.4,13.3,161400,7.8
2010,"Salt Lake City, UT",53.4,11.6,22.5,8.9,78.4,15.1,13.1,236800,2.9
2010,"San Antonio-New Braunfels, TX",49.9,17.5,35,12.9,71.7,20.9,16.3,131700,4.7
2010,"San Diego-Carlsbad-San Marcos, CA",46.9,14.9,27.5,4.7,74.2,18.6,14.8,407000,2.2
2010,"San Francisco-Oakland-Fremont, CA",47.4,12.8,25.4,4.5,74.7,17.9,10.9,588300,6.2
2010,"San Jose-Sunnyvale-Santa Clara, CA",52.6,13.8,17.7,4.6,77.9,15,10.6,631400,1.4
2010,"Seattle-Tacoma-Bellevue, WA",50.1,8.8,26.8,10.7,77.1,16,11.7,333100,2.3
2010,"Springfield, MA",43.4,13.6,48,17.8,68,24.7,15.8,220700,3.7
2010,"Stockton, CA",47.7,23.5,44.4,11.2,68.3,22.2,19.2,213400,9.2
2010,"Syracuse, NY",45.6,10.5,39.5,12.6,72.1,21.8,14.3,122700,3.4
2010,"Tampa-St. Petersburg-Clearwater, FL",46.3,13.1,39.8,12.9,72.5,20.6,15.4,152200,4.3
2010,"Toledo, OH",45.9,10.6,45.3,14.8,70,22.8,17.4,123800,4
2010,"Tucson, AZ",47.1,13,46.8,14.1,72.5,20.2,17.8,173200,8
2010,"Tulsa, OK",51,12.1,32.7,11.8,73.2,19.7,15.5,128400,6.4
2010,"Virginia Beach-Norfolk-Newport News, VA-NC",48.6,10.4,30.7,8.6,72.6,21.6,10.6,246200,6.6
2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48.5,10.4,29.3,5.9,73.6,19.3,8.4,376200,5.3
2010,"Wichita, KS",51.3,12.3,36.8,11.4,75.1,18,13.8,119000,2.9
2010,"Worcester, MA",48.4,11.5,21.4,12.2,75.8,17.9,10.8,268100,1.7
2010,"Youngstown-Warren-Boardman, OH-PA",46.6,11.2,38.1,15.1,71.8,21,17.1,98600,5.9
2011,"Akron, OH",46.8,9.1,38.2,14.5,72.9,21.7,16.6,139800,4.7
2011,"Albany-Schenectady-Troy, NY",46.3,7.9,30.8,9.7,75.3,19.2,11.5,197300,1.5
2011,"Albuquerque, NM",44.6,12.5,42.5,14.9,67.3,22.1,20.4,176800,5
2011,"Allentown-Bethlehem-Easton, PA-NJ",50.9,13.1,43.2,10.6,75.9,17.6,11.8,208100,2.8
2011,"Atlanta-Sandy Springs-Marietta, GA",47.6,12.9,35.7,13.2,70.5,22.5,16.8,166100,6
2011,"Augusta-Richmond County, GA-SC",46.7,14.4,37.5,15.5,67.2,25.1,18.9,126200,8.9
2011,"Austin-Round Rock-San Marcos, TX",47.9,12.1,30.3,9.7,74.7,17.7,15.2,187600,2.9
2011,"Bakersfield-Delano, CA",46,27.2,41.1,15.3,65.9,22.6,24.5,155900,5.4
2011,"Baltimore-Towson, MD",44.6,11,40.6,11.3,68.9,23.7,11.6,278100,9.4
2011,"Baton Rouge, LA",44.4,14.5,40,14.5,67.2,24.6,17.6,157200,11.9
2011,"Birmingham-Hoover, AL",49.9,15.2,29.3,15.2,72.7,22,16.5,143000,8.9
2011,"Boise City-Nampa, ID",54.9,10.8,29.7,14.5,77.9,15.3,16.2,157700,1.3
2011,"Boston-Cambridge-Quincy, MA-NH",48.1,9.4,28.8,10.3,75.2,18.9,10.7,356100,2.8
2011,"Bridgeport-Stamford-Norwalk, CT",50.7,11.1,26.1,8.6,78.1,17.1,9.4,440700,3.6
2011,"Buffalo-Niagara Falls, NY",44.7,10.7,41.7,15.7,69.6,22.9,14.8,120300,3.9
2011,"Cape Coral-Fort Myers, FL",50.2,12.4,31.2,10.8,78.4,14.4,15.3,128300,6.1
2011,"Charlotte-Gastonia-Rock Hill, NC-SC",50.2,12.4,31.2,13.9,73.3,20.5,15.7,166100,4.8
2011,"Chattanooga, TN-GA",50.4,15.7,36.6,16.5,73.5,19.5,17.6,140800,6.4
2011,"Chicago-Joliet-Naperville, IL-IN-WI",46.8,13.5,35.3,12.1,71.7,21.2,14.7,220200,6.4
2011,"Cincinnati-Middletown, OH-KY-IN",49.4,11.4,35.9,12.6,74.2,19.5,14.3,152000,4.6
2011,"Cleveland-Elyria-Mentor, OH",45.4,11.4,47.1,14.8,70.4,23.3,16,138800,4.8
2011,"Colorado Springs, CO",54.1,6.2,24.5,9.2,78.7,15.6,12.9,214800,4.7
2011,"Columbus, OH",47.5,10,32.2,14.1,73.5,20.2,15.4,159800,5.7
2011,"Dallas-Fort Worth-Arlington, TX",50.6,16.4,36.2,10.4,72.2,20.1,15.8,147700,4.5
2011,"Dayton, OH",47.8,11.6,44.8,14.4,71.9,21.7,17.6,124200,6.1
2011,"Deltona-Daytona Beach-Ormond Beach, FL",45.8,13.5,42,15.6,76.5,17.9,17.1,128600,4.4
2011,"Denver-Aurora-Broomfield, CO",49.2,10.3,29.4,7.8,74.7,17.7,12.8,243600,2.7
2011,"Des Moines-West Des Moines, IA",53.3,8,21.4,11.7,78.1,15.1,11.1,153400,1.6
2011,"Detroit-Warren-Livonia, MI",46.1,12,39.9,18.4,69.7,22.9,18,118200,9.7
2011,"Durham-Chapel Hill, NC",45.5,12.7,42.2,11.9,68.7,24.4,18.4,190700,7.2
2011,"El Paso, TX",45.6,26.3,38.2,23.6,64.9,26.9,24.7,114700,2.2
2011,"Fresno, CA",44.6,27.6,32.3,17.7,64.7,24.3,25.8,184300,5.5
2011,"Grand Rapids-Wyoming, MI",52,10.5,22,17,76.7,17.7,14.7,130500,2.6
2011,"Greenville-Mauldin-Easley, SC",50.3,14.9,31.6,12.8,75,19.9,17.5,140200,6.5
2011,"Harrisburg-Carlisle, PA",51,9.8,36.3,8.3,76.4,17.1,10.5,169400,3.6
2011,"Hartford-West Hartford-East Hartford, CT",47.9,10.6,42.6,11.5,73.2,20.6,11.4,248400,3.5
2011,"Houston-Sugar Land-Baytown, TX",49.8,18.9,33,11.9,71.2,20.6,17.4,140000,5.4
2011,"Indianapolis-Carmel, IN",49.2,11.1,32.6,11.7,73,20.2,14.1,143700,6.1
2011,"Jackson, MS",45.2,13.6,51.1,13.6,65.3,26.8,18.5,134300,12.2
2011,"Jacksonville, FL",46.9,11.6,39.6,13.2,71.8,21.6,15.2,158500,6.4
2011,"Kansas City, MO-KS",50.9,9.6,33.8,10.9,73.7,19.6,13.4,157600,7.9
2011,"Knoxville, TN",51.6,12.2,38,12.9,77.2,15.9,14.2,152300,4.8
2011,"Lakeland-Winter Haven, FL",47.9,18.1,47.9,14.9,72,21.3,19.4,109700,4.1
2011,"Lancaster, PA",54,15.5,30.5,9.3,81.2,13.8,10.9,184200,1.3
2011,"Las Vegas-Paradise, NV",45,16.8,33.1,11.5,68.4,21.4,16.9,153800,4.7
2011,"Little Rock-North Little Rock-Conway, AR",49,11.8,37.2,12.8,72,22,14.7,136700,9.8
2011,"Los Angeles-Long Beach-Santa Ana, CA",44,21.9,37,7.3,68.3,22,17,439200,4.9
2011,"Louisville/Jefferson County, KY-IN",47.6,12.8,45.9,13.7,71.7,20.7,15.3,145400,4.4
2011,"Madison, WI",49.1,5.4,33.7,9.5,77.3,14.9,12.6,218300,1.8
2011,"McAllen-Edinburg-Mission, TX",53.8,38.6,36.1,34.7,73.1,21.1,37.7,77600,4.4
2011,"Memphis, TN-MS-AR",40.5,13.8,54.5,19,61.6,30.4,19.3,133400,10.6
2011,"Miami-Fort Lauderdale-Pompano Beach, FL",43.2,16.6,38,16.4,67.8,23.9,17.8,174000,6.1
2011,"Milwaukee-Waukesha-West Allis, WI",46.6,10.4,33.4,15.8,71.8,21.2,15.2,198500,5.9
2011,"Minneapolis-St. Paul-Bloomington, MN-WI",50.9,7.2,29.3,8.1,77.3,16,11,210300,1.8
2011,"Modesto, CA",48.2,24.1,36.7,14.7,68.8,22,23.8,161900,6.5
2011,"New Haven-Milford, CT",44.5,12,44.7,13.8,68.4,24.7,13.2,254200,6.2
2011,"New Orleans-Metairie-Kenner, LA",41.6,15.4,54.1,15.2,63.4,28.5,19.5,173500,23.7
2011,"New York-Northern New Jersey-Long Island, NY-NJ-PA",45.5,15.2,31.4,13.2,68.8,23.4,14.4,410300,4.5
2011,"North Port-Bradenton-Sarasota, FL",53.2,10.8,42.5,9,78.6,15.4,13.4,159900,4.5
2011,"Ogden-Clearfield, UT",58.9,8.2,14,10.3,80.5,13.8,10.1,197700,1.4
2011,"Oklahoma City, OK",50.1,12.5,37.2,13.4,73.5,18.7,16.6,131800,6.2
2011,"Omaha-Council Bluffs, NE-IA",51.4,8.6,23.4,10,76.7,16.7,12.6,145900,5.8
2011,"Orlando-Kissimmee-Sanford, FL",45.6,12.5,44.6,13,70.4,22.8,16,152400,5.6
2011,"Oxnard-Thousand Oaks-Ventura, CA",50.6,17.1,24.4,6.3,76.1,15.9,11.3,433100,1.8
2011,"Palm Bay-Melbourne-Titusville, FL",47.3,10.7,27.3,12.1,74.5,18.6,14,134700,2.7
2011,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",44.9,11.3,38.1,12,71,21.8,13.5,237900,8.1
2011,"Phoenix-Mesa-Glendale, AZ",48.1,13.7,37.3,12,71.8,19.7,17.4,155600,4.9
2011,"Pittsburgh, PA",47.9,8.1,39.3,12.8,74.2,19.4,12.6,127300,3.8
2011,"Portland-South Portland-Biddeford, ME",50.9,6.9,26.1,13.1,78.3,14.7,11.5,230400,1
2011,"Portland-Vancouver-Hillsboro, OR-WA",49.5,9.6,26.2,16.5,76.3,17,15,258800,2.1
2011,"Poughkeepsie-Newburgh-Middletown, NY",49.2,12.1,23.8,9.9,76.4,17.6,12.2,279400,2.4
2011,"Provo-Orem, UT",58.3,7.1,8.2,9.1,84.6,10.4,14.1,213400,0.9
2011,"Raleigh-Cary, NC",51.7,11.3,25.2,8.9,77.5,17.6,12.3,205500,2.6
2011,"Richmond, VA",45.3,13.5,40.4,10.8,71.4,22.5,12.4,213900,5.6
2011,"Riverside-San Bernardino-Ontario, CA",47.9,21.1,35.3,11.4,70.9,20.3,18,217800,4.3
2011,"Rochester, NY",46.7,10.9,45.2,14,71.8,21.4,15.5,129200,4.1
2011,"St. Louis, MO-IL",48.9,9.9,34.4,12.6,72.6,20.9,13.7,157000,7.6
2011,"Salt Lake City, UT",53.1,10.8,17.9,9.7,77.6,15.7,13.9,226200,2.1
2011,"San Antonio-New Braunfels, TX",48.6,17.5,34.9,14.8,70.4,22.8,16.6,130100,5.1
2011,"San Diego-Carlsbad-San Marcos, CA",47,15.1,25.4,5.7,73.9,18.7,15.1,396500,2.6
2011,"San Francisco-Oakland-Fremont, CA",47.5,12.6,24.5,5.3,74.1,18.2,11.9,561200,6
2011,"San Jose-Sunnyvale-Santa Clara, CA",52.4,13.1,23.3,5.1,77.5,15.3,10.6,618100,3.3
2011,"Seattle-Tacoma-Bellevue, WA",49.8,8.6,23.8,12.6,76.7,16.6,11.9,309600,2.1
2011,"Springfield, MA",42.4,13.7,38.3,18.4,67,25.2,15.6,218600,3.6
2011,"Stockton, CA",46.8,22.8,40.3,13.2,69.5,21.1,18.1,196800,12.5
2011,"Syracuse, NY",45.1,11.8,45.8,13.4,72.5,21,16.2,125100,2.3
2011,"Tampa-St. Petersburg-Clearwater, FL",46.3,12.5,43.1,14.3,73.2,20.1,16.3,137400,4.7
2011,"Toledo, OH",44.4,10.9,49.7,18.5,68.1,24.4,20.2,117700,6.1
2011,"Tucson, AZ",44.7,12.7,44.7,15.6,69.6,22,20.4,165700,7.5
2011,"Tulsa, OK",51.5,11.7,43.7,13.1,74.1,19.3,15.3,126800,6.8
2011,"Virginia Beach-Norfolk-Newport News, VA-NC",47.6,10.2,37.1,10.4,70.9,22.4,11.7,239900,6.6
2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48.5,9.6,28,6.9,73.5,19.5,8.3,365100,4.4
2011,"Wichita, KS",50.4,10.7,31.3,12.6,73.5,18.8,14.8,123600,4.9
2011,"Worcester, MA",47.6,11.2,45.3,13.5,73.2,20,11.6,255900,2
2012,"Akron, OH",46.8,9.4,56.9,15,73.3,20.4,15.7,131800,3.8
2012,"Albany-Schenectady-Troy, NY",44.7,8,29.8,10.9,74.9,18.1,11,197000,2.6
2012,"Albuquerque, NM",45.6,12,36.9,15.6,69.1,21.7,18.5,175600,5.9
2012,"Allentown-Bethlehem-Easton, PA-NJ",50.1,11.1,38.9,10.6,74.9,18.3,10.5,196400,4.1
2012,"Augusta-Richmond County, GA-SC",46.5,14.4,50.9,17.4,68.7,25,20.3,127900,8.2
2012,"Baton Rouge, LA",42.3,13.3,46.9,15.9,67,24.4,18.7,160400,11.8
2012,"Birmingham-Hoover, AL",48.9,13.4,45.1,14.8,72.1,22.5,16.8,142600,9.4
2012,"Bridgeport-Stamford-Norwalk, CT",51.1,8.9,18.6,9.2,75.7,18.4,8.9,403400,3.6
